mean_annual_mwh,median_annual_mwh,p05_annual_mwh,p95_annual_mwh,mean_capacity_factor,prob_below_30pct_capacity_factor
232833.64471458388,232879.76500879013,216161.87276385163,249092.24202264356,0.4429863864432724,0.0
